"","V1"
" FRN : Paris Attack Radicalises France: Right-Wing Revolution As The National Front Party Leads In Six ...: Early\\\\u2026 https://t.co/mnYaAkKdx3",1
" FRN : Le Pen's National Front set poll France's elections Paris attacks: The far right\\\\u2026 https://t.co/oPffiG3QOO",1
" FRN : U2's Bono, performing Paris, honours victims attacks France, California: Names Paris attack\\\\u2026 https://t.co/sLQYX1GfF5",3
" FRN : France's National Front sees record score poll Paris attacks: PARIS: France's far-right\\\\u2026 https://t.co/tNGgjAItFI",1
" FRN : U2's Bono writes song Paris attacks, band begins French gigs: U2 frontman Bono written song\\\\u2026 https://t.co/uhtQqb1oqB",2
" FRN : French far right sees record result poll Paris attacks: PARIS \\\\u2013 France's far-right National\\\\u2026 https://t.co/nZkvykjANV",1
" @ms_marylou @thisis_mary @_everdugo @xxVeggie661xx Goodluck finals guyz! \\\\ud83d\\\\ude01",1
" FRN : France lurches right Paris attacks: The far-right National Front (FN) party France strong\\\\u2026 https://t.co/yZjBsy8lvT",1
" FRN : U2's Bono, performing Paris, honours victims attacks France, California: PARIS \\\\u2014 U2's performance in\\\\u2026 https://t.co/gIcijhev5g",3
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: France's far-right National\\\\u2026 https://t.co/4mJXxbn5Pg",1
" FRN : France ban public Wi-Fi Tor anonymous browsing Paris attacks: France proposing it\\\\u2026 https://t.co/fJwEZFdzvP",1
" FRN : France mosque yields AK-47 bullets, ISIS propaganda: PARIS, France \\\\u2014 Kalashnikov ammunition Islamic State\\\\u2026 https://t.co/XYko9d4F8K",1
" FRN : Far Right Front National expected win France elections Paris Attacks: In pattern become\\\\u2026 https://t.co/VpZCKarUdb",1
" FRN : France considers blocking Tor public Wi-Fi Paris attacks: The French government drafted\\\\u2026 https://t.co/BqmTAi0uyZ",1
" FRN : Following Paris Terror Attacks, France Could Ban Free WiFi And Dark Web Tor Network: Following ISIS\\\\u2026 https://t.co/BvCOxMvJE3",2
" FRN : France's Far-Right National Front Makes Breakthrough After Attacks: PARIS \\\\u2014 France's far-right National Front\\\\u2026 https://t.co/lkPfGhewtA",1
" FRN : France's National Front leads regional elections Paris attacks: The elections first\\\\u2026 https://t.co/A3QDTuiSDw",1
" FRN : France wants block internet encryption &amp; Wi-Fi wake Paris attacks: France wants introduce new\\\\u2026 https://t.co/i7jQr7Q5Oa",1
" FRN : France ban free Wi-Fi networks Tor wake Paris attacks: The French police reportedly\\\\u2026 https://t.co/hMwK3r8kVy",1
" FRN : France Proposes Law Ban Tor Public WiFi Following ISIS Paris Attacks: French authorities are\\\\u2026 https://t.co/YHQcciordu",1
" FRN : France May Ban Public Wi-Fi Tor Following Paris Attacks: The government France discussions on\\\\u2026 https://t.co/SUmaUcvRTJ",1
" FRN : 'Astonishing': French Voters React Big Way Following Paris Attacks: The French anti-immigrant,\\\\u2026 https://t.co/IbCYytT9Ol",2
" FRN : France seeks ban public Wi-Fi Tor browser Paris attacks: France proposed new law which\\\\u2026 https://t.co/lnPQmGqxNN",1
" FRN : France ban public WiFi Paris attacks: The documents police want make two\\\\u2026 https://t.co/ekdhVb4OgU",1
" FRN : France Could Be Banning Tor After Deadly Paris Attacks: France banning Tor network response\\\\u2026 https://t.co/IEtePapcAA",1
" FRN : France BAN free public WiFi wake Paris terror attacks, claims leaked report: The document suggests\\\\u2026 https://t.co/JPUxy9nZEi",1
" FRN : France considers ban public WiFi Tor following Paris attacks: \\\\u200bFrench security forces proposed a\\\\u2026 https://t.co/ahEx706hI1",1
" FRN : French Election Results Suggest Major Shift Following Paris Attack: The National Front secured plurality of\\\\u2026 https://t.co/7w6doUmsaz",1
" FRN : France Mulls Banning Public Wi-Fi, Anonymous Browsing After Paris Attacks: France's Department Civil\\\\u2026 https://t.co/u7o8PYnFh4",1
" FRN : France holds elections Paris attacks: France's beleaguered Socialist Party pulled its\\\\u2026 https://t.co/Uf0grHgbq9",1
" FRN : After Paris Attacks, Far-right National Front Surges France Elections: France's far right National Front\\\\u2026 https://t.co/vRkBaXnwHJ",1
" FRN : France wants ban public Wi-Fi Tor wake Paris attacks: In wake terror attacks Paris\\\\u2026 https://t.co/UjdrDUQRYE",1
" FRN : Russia gives puppy France replace police dog killed Paris attacks: MOSCOW \\\\u2014 Russian police have\\\\u2026 https://t.co/qtXk2LjPxp",3
" FRN : France considers banning free WiFi wake Paris attacks: France considering banning free WiFi and\\\\u2026 https://t.co/9ArOhqL03v",1
" FRN : Russia Gives France Puppy Following Death Police Dog During Paris Attacks: A German shepherd puppy was\\\\u2026 https://t.co/78DGINqwjq",3
" FRN : Eagles Death Metal stage Paris weeks attacks: ... Paris month jihadist militants\\\\u2026 https://t.co/t8aX5NpDpM",3
" FRN : French Law Enforcement Calls Internet Restrictions Following Paris Attacks: Police officers France\\\\u2026 https://t.co/a6xHwyh3zj",2
" FRN : U2 Eagles Of Death Metal display defiance Paris following terror attacks: He sang Ne Me Quitte\\\\u2026 https://t.co/CRfXBQZqPs",2
" FRN : Paris attacks: France accepts Russian puppy Dobrynya replace slain dog: Russia symbolically handed\\\\u2026 https://t.co/guvmv6yqaP",3
" FRN : France ban Tor, public WiFi wake Paris attacks: France considering tough new laws following\\\\u2026 https://t.co/maqbRtfDAV",1
" FRN : Paris attacks: Puppy gifted France Russia replace police dog Diesel presented ...: He was\\\\u2026 https://t.co/8qSXqWqTqy",3
" FRN : Air France KLM details fallout Paris attacks: Air France KLM estimates negative impact Paris\\\\u2026 https://t.co/FKiQsnnhYa",1
" FRN : Air France-KLM Takes $54 Million Hit From Paris Attacks: With France state emergency, the\\\\u2026 https://t.co/bu3qWOiYTC",3
" FRN : Air France-KLM estimates Paris attacks impact 50 mn euros: A picture taken November 14, 2015 shows the\\\\u2026 https://t.co/WO68qDgUTt",1
" #paris @obeygiant artcop21 #ShepardFairey #obey #EarthCrisis #changeclimat #changementclimatique\\\\u2026 https://t.co/FcuMOtBfvX",2
" #paris #toureiffel #eiffeltower #EarthCrisis @obeygiant #ShepardFairey #obey\\\\u2026 https://t.co/YspSUARUeQ",3
" FRN : Air France-KLM estimates Paris impact \\\\u20ac50m: The November 13 attacks Paris impact \\\\u20ac50m last\\\\u2026 https://t.co/LgfcbVGBkl",1
" FRN : Air France-KLM estimates Paris attacks impact 50 million euros: PARIS: The November 13 attacks Paris\\\\u2026 https://t.co/dIcGv3GSG3",1
" FRN : Air France-KLM takes $54mln hit Paris attacks: PARIS-- Air France-KLM Tuesday said Paris terror\\\\u2026 https://t.co/0ioTbBpy4o",3
" FRN : Air France-KLM revenue decline Paris attacks: French-Dutch airline group Air France-KLM reported\\\\u2026 https://t.co/YbxwqipepX",3
" FRN : Paris attacks cost Air France-KLM \\\\u20ac50m lost revenue: Air France-KLM said Paris attacks, in\\\\u2026 https://t.co/hVfEkp0Wex",3
" FRN : Air France-KLM estimates Paris attacks impact 50 mn euros: File photo Air France Airbus A320. The\\\\u2026 https://t.co/pE1MciwRta",1
" FRN : Bank France trims fourth quarter French growth forecast Paris attacks: That chimed findings\\\\u2026 https://t.co/Wp49dWFqjd",2
" @NMalaboeuf 1st mention #ThisIsTheVote appears TL. Now Trending Topic France! #trndnl",3
" 255 users 259 tweets (224 RTs) 15 minutes #ThisIsTheVote Trending Topic France. #trndnl",3
" 1 745 018 people seen #ThisIsTheVote 1st mention Trending Topic. #trndnl",3
" #Top3Apps #ThisIsTheVote Twitter Android 44% Twitter iPhone 34% Twitter Web Client 13%",2
" The tweet impact #ThisIsTheVote Trend, published @TPMPofficiel: https://t.co/yoKl7qOOW5 (119 RTs) #trndnl",3
" 2 verified accounts helped turn #ThisIsTheVote Trending Topic. These accounts were: @TPMPofficiel &amp; @RomainAMBRO \\\\u2014 #trndnl",3
" FRN : Paris attacks cost French economy 500 million euros: The 13 November Paris attacks cost France's economy\\\\u2026 https://t.co/PrXTWiagwu",1
" FRN : The Morning Download: France Considers Tor Ban Wake Paris Attacks: Good morning. France, reeling from\\\\u2026 https://t.co/4Iq5MtOunN",1
" FRN : French Economy 2015: Growth Forecast Lowered By Bank Of France After Paris Terror Attacks: France's economy\\\\u2026 https://t.co/V575vx7i99",1
" FRN : Paris Attacks cost Air France \\\\u20ac50mn: The terrorist attacks took lives 130 people Paris on\\\\u2026 https://t.co/QbyeFqa2uN",1
" FRN : Air France Flights To Paris Were So Unpopular After The Attacks, The Airline Has Been Set Back ...: Just\\\\u2026 https://t.co/1VmPVModxs",1
" FRN : The Paris Attacks Cost Air France $55 Million Lost Revenue: The November 13 terror attacks Paris that\\\\u2026 https://t.co/xMlA2zEGYA",3
" FRN : Eagles Death Metal members revisit Paris attack site: U2 playing concerts Paris,\\\\u2026 https://t.co/skrYetoxkg",3
" FRN : Air France Had $54 Million Revenue Drop After Paris Attacks: Air France-KLM said suffered $54 million\\\\u2026 https://t.co/7Hr6YUKK9z",1
" FRN : France Considers Restricting Internet Access After Paris Attacks: People gather La Bonne Biere cafe in\\\\u2026 https://t.co/NhOb7S0Br9",1
" FRN : Air France-KLM Lost $54 Million Revenue After Paris Attacks: Air France-KLM lost slightly $54\\\\u2026 https://t.co/9tZbEWyubO",3
" FRN : Air France To Lose $55 Million Following Paris Terrorist Attack: France's robust tourism industry taken a\\\\u2026 https://t.co/C5b4LGwZMa",1
" FRN : Paris attacks: Bataclan attacker identified: French police identified attacker the\\\\u2026 https://t.co/0SmeQI3vgE",2
" FRN : The 3rd Paris suicide bomber identified 23-year-old France visited Syria ...:\\\\u2026 https://t.co/HVra8GdeXu",2
" FRN : French authorities identify attacker Paris concert hall: LONDON \\\\u2014 French authorities have\\\\u2026 https://t.co/SeTjkVofjI",2
" FRN : Attacker Paris' Bataclan ID'd Syria-bound Frenchman: 3 photos. APTOPIX France Paris Attacks Homage. A\\\\u2026 https://t.co/nxPXmEqEgc",2
" FRN : Air France To Lose $55 Million Following Paris Terrorist Attack: France's robust tourism industry taken a\\\\u2026 https://t.co/MJq3NNB9cq",1
" FRN : Third attacker Paris's Bataclan music hall identified: police: Paris (AFP) - A 23-year-old man the\\\\u2026 https://t.co/1uD0qsaUL5",2
" FRN : Paris attacks: police identify Bataclan assailant: A 23-year-old man Strasbourg, eastern France,\\\\u2026 https://t.co/kOITd1oSTh",2
" FRN : France Identifies 3rd Attacker Bataclan Concert Hall: PARIS \\\\u2014 The French authorities said Wednesday\\\\u2026 https://t.co/X1xZQhTblj",2
" FRN : Paris attacks' Bataclan Theatre attacker identified Frenchman Foued Mohamed Aggad: Foued Mohamed\\\\u2026 https://t.co/0jnKFnQmbK",2
" FRN : 3rd Paris Attacker Identified French Citizen: A suspect month's deadly attack the\\\\u2026 https://t.co/YdtRMP7Yma",1
" FRN : The Latest: Paris Attacker Identified From SMS Mother: 13 major extremist attack, Bataclan concert\\\\u2026 https://t.co/l6yjEgdskp",1
" FRN : Attacker Paris' Bataclan ID'd Syria-bound Frenchman: PARIS (AP) - The attacker terrorized\\\\u2026 https://t.co/d949cIFCom",1
" FRN : Text mom announcing death reveals 3rd Bataclan attacker: 13 attack Bataclan concert hall Paris,\\\\u2026 https://t.co/xJMC9yKEu0",2
" FRN : Attacker Paris' Bataclan ID'd Syria-bound Frenchman: The names 130 Paris attacks victims\\\\u2026 https://t.co/Kh8ydLlm7S",1
" FRN : Paris attacks: Foued Mohamed-Aggad, deceased, ID'd Bataclan attacker: The gunman terrorized\\\\u2026 https://t.co/KRlEcdvpV1",2
" FRN : Paris attacker identified text mom: Matt McJunkins Eagles Death Metal looks flower\\\\u2026 https://t.co/35evBb0XP7",2
" FRN : Third Bataclan Attacker Is Identified: PARIS\\\\u2014French police identified person launched a\\\\u2026 https://t.co/X5bxBGthbD",1
" FRN : Paris suicide bomber asked MUM pay jihadi mission Syria France: Terrorists slaughtered 130\\\\u2026 https://t.co/vqxyTSobxN",3
" FRN : Paris attacks: Third Bataclan attacker identified: The terrorist carried deadly attack on\\\\u2026 https://t.co/NB6vWDTppk",1
" FRN : Paris attacks shave 0.1 points French GDP: government: A mailbox painted blue, white, red\\\\u2026 https://t.co/4jdLnJ4SZz",3
" FRN : French police identify attacker Paris concert: A 23-year-old man eastern French city of\\\\u2026 https://t.co/4EMKB3rfmO",2
" FRN : Top Stories: France ID's 3rd Paris Attacker; Seoul Police Clash With Monks: Good morning, early\\\\u2026 https://t.co/9l6ogDuT8V",1
" FRN : Text mom announcing death reveals ID Bataclan attacker, Frenchman left Syria: People warm\\\\u2026 https://t.co/ugDh6Cy0uE",2
" FRN : French citizen named Paris attacker: The attacker terrorized Bataclan concert hall in\\\\u2026 https://t.co/YWT5qdWxbh",2
" FRN : In France: Third Paris Bataclan attacker Syria 2013: The as-yet unnamed man attacked\\\\u2026 https://t.co/UHxUzw3BNF",2
" FRN : France identifies Bataclan concert theater attacker: PARIS, Dec. 9 (UPI) -- French officials have\\\\u2026 https://t.co/8NuXUYuM8W",2
" FRN : Spencer Stone: France train attack hero talks fate, Paris attacks: U.S. Air Force Staff Sergeant\\\\u2026 https://t.co/pS5y4bUzie",1
" FRN : France Seeks Ban Public Wi-Fi Tor Following Paris Attacks: Youths use internet mobile\\\\u2026 https://t.co/4G45hinO40",1
" FRN : Attacks Paris hold French economic growth: French President Francois Hollande addressing\\\\u2026 https://t.co/iIczDy0y2B",3
" FRN : France identifies attacker Paris concert hall siege: French Prime Minister Manuel Valls speaking\\\\u2026 https://t.co/mZ62wmNOr5",2
" FRN : Paris attacks: Cops identify Bataclan gunman French national Foued Mohamed-Aggad: Paris: French\\\\u2026 https://t.co/jGNElDdHSA",2
" FRN : U2's Bono, performing Paris, honors victims attacks France, California: U2 singer Bono penned a\\\\u2026 https://t.co/8jPmm8An6Y",2
" FRN : French police identify terrorist \\\\u200battacked Paris: PARIS -- French police Monday identified\\\\u2026 https://t.co/oIej8E4dCa",2
" FRN : Air France Losing Money On Paris Routes Since Attack: \\\\u201cThe impact pretty concentrated local\\\\u2026 https://t.co/CydNbHyJ7u",3
" FRN : Air France-KLM Revenue Down On Paris Attacks: Air France KLM recorded slight increase passenger numbers\\\\u2026 https://t.co/TyqGa4CQbs",1
" FRN : 'We bend fear,' Madonna says Paris attacks: PARIS, France\\\\u2014Singer Madonna emotional\\\\u2026 https://t.co/EIv2ByajyB",2
" FRN : Russia Gives France Police Puppy Following Death Of Police Dog In Paris Attacks: Russia gave French police a\\\\u2026 https://t.co/dtMxli0Ter",3
" FRN : France: Madonna performs impromptu gig memory Paris attack victims: On 9 December, Madonna gave a\\\\u2026 https://t.co/ndp7ZNAJVV",3
" FRN : FRANCE \\\\u2013 Third Paris attacker identified: PARIS \\\\u2013\\\\u2013 The man attacked Bataclan Concert Hall in\\\\u2026 https://t.co/q9Rr9hVwRa",2
" FRN : Madonna Plays Surprise Concert Paris Honor Attack Victims: Singer Madonna the\\\\u2026 https://t.co/oLy5Exxpkf",2
" FRN : Russia Gives France Puppy Replace K9 Killed Paris Attacks: The gift meant commemorate death\\\\u2026 https://t.co/Z90weWbJfd",3
" FRN : French identify Bataclan attacker: PARIS \\\\u2014 French authorities identified attacker who\\\\u2026 https://t.co/sISvBfKX84",2
" FRN : Madonna gives impromptu concert, pays tribute victims Paris attacks: \\\\u201cI think happened almost\\\\u2026 https://t.co/zsYUxuw4Tk",3
" FRN : France indentifies attacker Paris's Bataclan music hall: France indentifies attacker at\\\\u2026 https://t.co/2VdHsjjgO5",3
" FRN : Geneva high alert police search Paris attacks suspects: In framework investigations carried\\\\u2026 https://t.co/jAamHBhRiT",1
" FRN : Paris attacks: Terror alert Geneva police 'hunt suspects linked massacre French ...: Police\\\\u2026 https://t.co/X2UMWzBIY4",2
" FRN : Geneva police hunting 5 suspects related Paris attacks, source says: French intelligence sources say he's\\\\u2026 https://t.co/v8SF6oVKAU",2
" FRN : France Not Change Welcoming Migrant Policy After Paris Attacks: Following Paris attacks, French\\\\u2026 https://t.co/9vU9MwMbPS",2
" FRN : Geneva raises alert level amid police search Paris attacks: As investigation following the\\\\u2026 https://t.co/iGjDMPbS09",2
" FRN : Air France-KLM takes $55 million hit Paris attacks: Air France-KLM's traffic significantly impacted\\\\u2026 https://t.co/ic6NOQakWG",3
" FRN : Buy French Holidays Tribute Victims Paris Terror Attacks (Guest Blog): When looking for\\\\u2026 https://t.co/UqfHJWkJBc",3
" FRN : LAMB OF GOD's MARK MORTON: Paris Concert Attack Was 'Devastating For Everyone Involved In ...: LAMB OF GOD\\\\u2026 https://t.co/nDiwWCZoZw",3
" FRN : Days wheel, months planning Paris attack fugitive: PARIS -- At height Europe's vacation\\\\u2026 https://t.co/0nAix3vwwk",1
" FRN : U2's Bono, performing Paris, honours victims attacks France, California: U2 paid touching tribute\\\\u2026 https://t.co/wADGcDAIEP",2
" FRN : Paris scarred city weeks attacks: Paris (AFP) - Bags searched mundane grocery\\\\u2026 https://t.co/h5uznoKEVv",3
" FRN : Piecing Salah Abdeslam's itinerary Paris attacks: Days end wheel months ...: PARIS\\\\u2026 https://t.co/Ed5vkNN3gR",1
" FRN : France Lurches Right After Paris Attacks: France's far-right National Front (FN) saw record gains the\\\\u2026 https://t.co/46tsc8o1Ou",1
" FRN : U2's Bono, performing Paris, honours victims attacks France, California: Vive France! yelled\\\\u2026 https://t.co/yNvS2HCz1x",3
" FRN : France Lurches Right After Paris Attacks: We exaggerate prospects Marine Le Pen\\\\u2026 https://t.co/BwKSrjE8ll",1
" FRN : Paris attacker French army reject: WISSEMBOURG, France (Reuters) - Foued Mohamed-Aggad, three\\\\u2026 https://t.co/4lgTzNkG7t",1
" FRN : Paris attacker French army reject: ... Paris concert hall month ago, turned French\\\\u2026 https://t.co/fn8BQsiQsa",2
" FRN : Post-Paris attack election win French far right National Front party: PARIS - France's far-right National\\\\u2026 https://t.co/hHlELGKYFN",1
" FRN : Paris attacker rejected French army, police: French army soldiers patrol Eiffel Tower in\\\\u2026 https://t.co/m2FdtkGnfN",2
" FRN : Paris attacker rejected French army: Foued Mohamed-Aggad, young men shot dead 90\\\\u2026 https://t.co/5gcDakxz1H",2
" FRN : Paris attacker rejected French army: Foued Mohamed-Aggad, young men shot dead 90\\\\u2026 https://t.co/5gcDakxz1H",2
" @obeygiant #EarthCrisis #ShepardFairey #COP21 #mandala #obey #obeygiant itinerrancegallery\\\\u2026 https://t.co/5T5U5Aje2h",3
" FRN : Paris attacks Far right gains ground France tensions remain high: PARIS -- The attacks killed 130\\\\u2026 https://t.co/pwEGfh6Yh2",1
" FRN : French Court Decision Backs Sweeping Emergency Powers Following Attacks: PARIS\\\\u2014France's administrative\\\\u2026 https://t.co/MAebhu0VX8",1
" FRN : Now Jeremy Corbyn hails hard-left militants blamed FRANCE Paris attacks: EMBATTLED Labour leader\\\\u2026 https://t.co/ThK6X17cny",1
" FRN : UEFA confirms Euro 2016 remain France following Paris terrorist attacks: Paris endured second\\\\u2026 https://t.co/WYZeEQuvQ9",1
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: The triumphant leader the\\\\u2026 https://t.co/8lXfz9LuwJ",1
" FRN : Euro 2016 A 'Powerful Response' To Paris Attacks: Security tournament priority following\\\\u2026 https://t.co/7Otz9RHTcT",2
" FRN : ANTHRAX's FRANK BELLO: Canceling Tour In Wake Of Paris Attacks 'Was Never An Option': ANTHRAX bassist Frank\\\\u2026 https://t.co/wa9HkdL5Ox",2
" FRN : Reporting duty Paris attacks: Paris, France - On Friday, November 27, buses passed through\\\\u2026 https://t.co/dAZNFcQWuW",1
" FRN : 1 month attacks, mourners France gather Paris pay tribute victims: PARIS \\\\u2013 People\\\\u2026 https://t.co/GMxs0AufaH",3
" #ThisIsNotTheEndOfOneDirection just started trending 11476 tweets. More trends https://t.co/iQIQ3mQZoL #trndnl",3
" FRN : The Perils \\\\u201cFrench Islam:\\\\u201d France's Misguided Response Paris Attacks: The November 13, 2015 attacks\\\\u2026 https://t.co/HFK3eW13j7",1
" FRN : 1 month attacks, mourners gather Paris: PARIS (AP) \\\\u2014 People France gathered in\\\\u2026 https://t.co/bxQRhl87wj",3
" #ThisIsTheVote just started trending 10046 tweets. More trends https://t.co/iQIQ3mQZoL #trndnl",3
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: The results come amid tense\\\\u2026 https://t.co/gyEZzAZLUl",1
" FRN : French Election Results Suggest Major Shift Following Paris Attack: The attacks jihadist gunmen Paris\\\\u2026 https://t.co/fZaY6hFq9G",1
" FRN : How did Paris attacks affect French elections? (10 things know Monday): Far-right National Front party\\\\u2026 https://t.co/KGl99xJOcg",1
" FRN : France: Muslims join anti-ISIS protest Paris month attacks: Video Id: 20151213-049; Title:\\\\u2026 https://t.co/qu6iQpqVrO",3
" FRN : France teacher stabbed Paris 'ISIS supporter': A kindergarten teacher stabbed neck a\\\\u2026 https://t.co/37S1EJfKQX",2
" FRN : France 'Isis' attack: Masked man stabs teacher Paris suburb, says 'it's Daesh': Paris witnessed its\\\\u2026 https://t.co/y8rfv6DK1i",2
" FRN : Teacher stabbed Paris attacker citing Islamic State: The attack occurred 7am in\\\\u2026 https://t.co/k6VEB1HCX8",2
" FRN : Attacker invoking ISIS stabs teacher Paris suburb: A man invoking Islamic State group stabbed and\\\\u2026 https://t.co/TZIdpY7Vq5",2
" FRN : Paris stabbing: Hooded Isis-supporter shouting 'It Daesh' stabs nursery school teacher ...: The\\\\u2026 https://t.co/vLi6jlkLyJ",2
" FRN : Teacher attacked Paris suburbs man citing ISIS: French police: PARIS (AFP) - A teacher Paris\\\\u2026 https://t.co/0JPR7ikPPL",2
" FRN : Teacher attacked Paris suburb man citing IS: police: Paris (AFP) - A teacher Paris suburb was\\\\u2026 https://t.co/CfWZKeL1r3",2
" FRN : Teacher Paris suburb assaulted attacker citing Islamic State: PARIS \\\\u2014 French anti-terrorism authorities\\\\u2026 https://t.co/l4Fn6guAIl",2
" FRN : Paris teacher stabbed assailant issued ISIS 'warning' classroom attack: A teacher preparing for\\\\u2026 https://t.co/CNXUZVxPWa",2
" FRN : French Teacher Stabbed Man Invoking ISIS: Soldiers operate St. Denis, northern suburb Paris,\\\\u2026 https://t.co/BekgUW00vj",2
" FRN : Paris Stabbing: Teacher Stabbed In Paris By Attacker Citing ISIS: A school teacher teacher stabbed a\\\\u2026 https://t.co/sO7zw2462o",2
" FRN : Paris teacher stabbed masked man yelled ISIS, prosecutor says: Paris (CNN) A masked man yelled\\\\u2026 https://t.co/nxD8UzLv1t",3
" FRN : France instructor stabbed Paris 'ISIS supporter': Teacher French kindergarten stabbed neck\\\\u2026 https://t.co/YHnzCoEh2M",2
" FRN : Paris teacher stabbed man invoking Islamic State: The masked assailant attacked pre-school teacher in\\\\u2026 https://t.co/BkIHdQuUFs",2
" FRN : Paris teacher stabbed attacker citing ISIS: French anti-terrorism authorities investigating attack\\\\u2026 https://t.co/eHyIORVL6j",2
" FRN : Kindergarten teacher near Paris stabbed man pledging allegiance ISIS: Kindergarten teacher near Paris\\\\u2026 https://t.co/75WHLWeEaM",3
" FRN : French teacher attacked man claiming ISIS link: PARIS, Dec 14 (Reuters) - A teacher claimed was\\\\u2026 https://t.co/rINNFD5msY",2
" FRN : Paris: Masked Man Attacks French Teacher, Yells Support For ISIS [Breaking]: In terror related\\\\u2026 https://t.co/viieqJwNdF",2
" FRN : French teacher claimed attack invented story: prosecutor's office: PARIS -- A preschool teacher who\\\\u2026 https://t.co/tgBCfKiXgm",2
" FRN : Teacher attacked Paris suburb man citing ISIS 'warning': French police stand nursery\\\\u2026 https://t.co/xsRclZGczI",2
" FRN : Amid ISIS Paris Terror Probe, French School Security Increased After Preschool Teacher Attacked ...:\\\\u2026 https://t.co/79KtZgYP4w",2
" FRN : Teacher Paris suburb assaulted attacker citing Islamic State: PARIS \\\\u2014 French anti-terrorism authorities\\\\u2026 https://t.co/AaOsYxWnxU",2
" FRN : France - Attacker Invoking ISIS Stabs Teacher In Paris Suburb: France - French anti-terrorism authorities are\\\\u2026 https://t.co/4KJ1wPjAQr",2
" FRN : 'This Daesh': French teacher slashed ISIS-inspired attack: PARIS \\\\u2013 A hooded man claiming acting\\\\u2026 https://t.co/ZEwTbI3qbq",2
" FRN : Report: Paris teacher stabbed attacker citing ISIS: A French preschool teacher stabbed early Monday by\\\\u2026 https://t.co/CDenTp83l9",2
" FRN : Teacher attacked Paris suburb 'Daesh warning': A French nursery school teacher attacked Monday a\\\\u2026 https://t.co/ODeBl8nmUH",2
" FRN : French Teacher Lied About ISIS Stabbing, Prosecutors Say: PARIS \\\\u2014 The French authorities said Monday that\\\\u2026 https://t.co/LQBSacH6Zs",2
" FRN : Paris teacher said Isis supporter attacked 'invented story': The false report comes France remains\\\\u2026 https://t.co/Fa59w9G80s",2
" FRN : ISIS Stabbing Hoax: Paris-Area Preschool Teacher Lied About Islamic State Militant Attack, French ...: French\\\\u2026 https://t.co/Q3ohKMx0o7",2
" FRN : After Paris Attacks, France's Ethnic Media See Opportunity Change: This weekend's poll numbers from\\\\u2026 https://t.co/0ZSWaiCJOH",1
" FRN : France's Far-Right National Front Wins First Round Vote After Paris Attacks: Since more, rather\\\\u2026 https://t.co/9uClSnsc19",1
" FRN : Foreign ministers meet Paris Syria crisis talks: French Foreign Minister Laurent Fabius welcomed US\\\\u2026 https://t.co/bMHB97mjKO",1
" FRN : French teacher admits ISIL attack claim up: Paris // A French nursery schoolteacher claimed that\\\\u2026 https://t.co/Cnpy4oHoF7",2
" FRN : French Preschool Teacher Stabbed Possible Terror Attack: Cops: PARIS \\\\u2014 A teacher stabbed masked\\\\u2026 https://t.co/q029zUHp7p",2
" FRN : ALL THAT REMAINS Guitarist On Paris Terrorist Attacks: 'I'm Not Gonna Crawl Into Some Cave ...: ALL THAT\\\\u2026 https://t.co/LrCsJMk8N7",1
" FRN : Kerry Paris allies' meeting Syria war: ... standing) walks talk US Secretary State\\\\u2026 https://t.co/bDeHaobxk0",2
" FRN : Fabius, Kerry hold Syria talks Paris: Meetings Syria crisis led French Foreign Minister\\\\u2026 https://t.co/xuLAAnuKas",2
" FRN : Paris attacks: French police arrest suspect: French police arrested man Paris region of\\\\u2026 https://t.co/xi15R8IiOy",2
" FRN : Paris terror attacks suspect 'arrested near France capital': A suspected terrorist today arrested in\\\\u2026 https://t.co/ztVryUrO4s",2
" FRN : France teacher stabbed Paris 'ISIS supporter': The teacher, hospitalized with\\\\u2026 https://t.co/HzlcPAJ7RL",2
" FRN : Paris attacks suspect arrested French police: French police arrested 29-year-old man believed to\\\\u2026 https://t.co/F1ZtPmpZlf",2
" FRN : France arrests suspect 'linked Paris terror attacks': A 29-year-old man arrested Paris region\\\\u2026 https://t.co/AQyR6iUIY2",2
" FRN : Paris attacks: French police arrest suspect: The Paris prosecutor's office says people arrested in\\\\u2026 https://t.co/QTRCwWsovz",2
" FRN : Suspect arrested Paris attacks, raids continue France: A woman lays flowers pay tribute the\\\\u2026 https://t.co/LORHQGbfz0",3
" FRN : Suspect arrested Paris attacks raids continue France: Jesse Hughes, member Eagles Death\\\\u2026 https://t.co/mtmz19hw9q",2
" FRN : France arrests suspect 'linked Paris terror attacks': PARIS - A 29-year-old man arrested Paris\\\\u2026 https://t.co/KsTxExA358",2
" FRN : Suspect arrested Paris attacks raids continue France: A 29-year-old man arrested in\\\\u2026 https://t.co/jBh2tpLPYH",2
" FRN : War Terror Updates: Arrests France January November Paris attacks; Free Syrian ...: Man\\\\u2026 https://t.co/V6BFlh6yTl",1
" FRN : Man arrested connection Paris attacks: A vast police investigation seen 2,700 raids conducted\\\\u2026 https://t.co/Pz9JdrWnUm",2
" FRN : French arrest 2 suspected selling guns Paris attacker: PARIS -- The Paris prosecutor's office says two\\\\u2026 https://t.co/hjnXWHypo7",2
" #ThisIsNotTheAlbum just started trending 91261 tweets. More trends https://t.co/iQIQ3mQZoL #trndnl",3
